0	0	0	0	0	0	0	0
7	0	-76.7	36.16	-79.27	32.47	-78.95	40.06
0	1	0	0	0	0	0	0
7	1	-62.74	48.24	-64.99	52.14	-64.99	52.14
0	1	0	0	0	0	0	0
7	1	-45.3	54.28	-47.55	58.18	-47.55	58.18
0	1	0	0	0	0	0	0
7	1	-31.35	66.37	-33.6	70.26	-33.6	70.26
0	1	0	0	0	0	0	0
7	1	-13.9	72.41	-16.15	76.31	-16.15	76.31
0	1	0	0	0	0	0	0
7	1	0.05	84.49	-2.2	88.39	-2.2	88.39
0	1	0	0	0	0	0	0
7	1	17.49	78.45	15.24	82.35	15.24	82.35
0	1	0	0	0	0	0	0
7	0	48.89	60.33	46.64	64.22	46.64	64.22
0	1	0	0	0	0	0	0
7	0	69.81	48.24	67.56	52.14	73.71	50.49
0	1	0	0	0	0	0	0
7	0	73.3	30.12	71.05	34.01	71.05	34.01
0	1	0	0	0	0	0	0
7	1	69.82	11.99	67.57	15.89	67.57	15.89
0	1	0	0	0	0	0	0
7	1	73.31	-6.14	71.06	-2.24	71.06	-2.24
0	1	0	0	0	0	0	0
7	1	69.82	-36.35	67.57	-32.45	67.57	-32.45
0	1	0	0	0	0	0	0
7	1	59.35	-54.47	57.1	-50.58	57.1	-50.58
0	1	0	0	0	0	0	0
7	0	27.96	-72.6	25.71	-68.7	25.71	-68.7
0	1	0	0	0	0	0	0
7	0	7.03	-84.68	11.5	-84.21	6.23	-89.11
0	1	0	0	0	0	0	0
7	0	-10.42	-78.64	-12.67	-74.74	-12.67	-74.74
0	1	0	0	0	0	0	0
7	1	10.51	-66.56	8.26	-62.66	8.26	-62.66
0	1	0	0	0	0	0	0
7	1	-24.37	-66.56	-26.62	-62.66	-26.62	-62.66
0	1	0	0	0	0	0	0
7	1	-41.81	-60.51	-44.06	-56.62	-44.06	-56.62
0	1	0	0	0	0	0	0
7	1	-55.76	-48.43	-58.01	-44.53	-58.01	-44.53
0	1	0	0	0	0	0	0
7	1	-73.2	-42.39	-75.45	-38.49	-75.45	-38.49
0	1	0	0	0	0	0	0
7	1	-76.69	-24.26	-78.94	-20.37	-78.94	-20.37
0	1	0	0	0	0	0	0
7	1	-76.69	11.99	-78.94	15.89	-78.94	15.89
0	1	0	0	0	0	0	0
7	1	-62.74	24.07	-64.99	27.97	-64.99	27.97
0	1	0	0	0	0	0	0
7	1	-52.28	18.03	-54.53	21.93	-54.53	21.93
0	1	0	0	0	0	0	0
7	1	-41.81	24.07	-44.06	27.97	-44.06	27.97
0	1	0	0	0	0	0	0
7	1	-41.81	36.16	-44.06	40.05	-44.06	40.05
0	1	0	0	0	0	0	0
7	1	-10.42	54.28	-12.67	58.18	-12.67	58.18
0	1	0	0	0	0	0	0
7	1	-3.44	66.37	-5.69	70.26	-5.69	70.26
0	1	0	0	0	0	0	0
7	1	7.03	60.33	4.78	64.22	4.78	64.22
0	1	0	0	0	0	0	0
7	0	20.98	48.24	18.73	52.14	18.73	52.14
0	1	0	0	0	0	0	0
7	0	52.37	42.2	50.12	46.1	50.12	46.1
0	1	0	0	0	0	0	0
7	0	41.91	36.16	39.66	40.05	39.66	40.05
0	1	0	0	0	0	0	0
7	0	41.91	24.07	39.65	27.99	39.65	27.99
0	1	0	0	0	0	0	0
7	0	52.37	18.03	50.12	21.93	50.12	21.93
0	1	0	0	0	0	0	0
7	1	52.37	-18.22	50.12	-14.32	50.12	-14.32
0	1	0	0	0	0	0	0
7	1	69.82	-24.26	67.57	-20.37	67.57	-20.37
0	1	0	0	0	0	0	0
7	1	59.35	-30.3	57.1	-26.41	57.1	-26.41
0	1	0	0	0	0	0	0
7	0	48.82	-36.21	46.57	-32.31	46.57	-32.31
0	1	0	0	0	0	0	0
7	1	31.44	-42.39	29.19	-38.49	29.19	-38.49
0	0	0	0	0	0	0	0
7	1	10.51	-54.47	8.26	-50.58	8.26	-50.58
0	1	0	0	0	0	0	0
7	0	0.05	-48.43	-2.2	-44.53	-2.2	-44.53
0	1	0	0	0	0	0	0
7	1	-10.42	-54.47	-12.67	-50.58	-12.67	-50.58
0	1	0	0	0	0	0	0
7	1	-31.33	-42.47	-33.53	-38.6	-33.53	-38.6
0	1	0	0	0	0	0	0
7	0	-41.81	-36.35	-44.06	-32.45	-44.06	-32.45
0	1	0	0	0	0	0	0
7	0	-52.28	-6.14	-54.53	-2.24	-54.53	-2.24
0	1	0	0	0	0	0	0
7	0	-31.35	5.95	-33.59	9.84	-33.59	9.84
0	1	0	0	0	0	0	0
7	0	-10.42	18.03	-12.66	21.92	-12.66	21.92
0	1	0	0	0	0	0	0
7	1	-0.04	36.18	-2.2	40.05	-2.2	40.05
0	1	0	0	0	0	0	0
7	0	10.51	30.12	8.27	34.01	8.27	34.01
0	1	0	0	0	0	0	0
7	0	20.98	24.07	18.73	27.97	18.73	27.97
0	1	0	0	0	0	0	0
7	0	7.03	11.99	4.78	15.89	4.78	15.89
0	1	0	0	0	0	0	0
7	1	-13.9	-0.09	-16.15	3.8	-16.15	3.8
0	1	0	0	0	0	0	0
7	1	-31.35	-6.14	-33.6	-2.24	-33.6	-2.24
0	1	0	0	0	0	0	0
7	0	-31.35	-18.22	-33.52	-14.45	-33.52	-14.45
0	1	0	0	0	0	0	0
7	0	-10.42	-18.22	-12.67	-14.32	-12.67	-14.32
0	1	0	0	0	0	0	0
7	0	7.03	-12.18	4.8	-8.32	4.8	-8.32
0	1	0	0	0	0	0	0
7	0	20.98	-0.09	18.73	3.8	18.73	3.8
0	1	0	0	0	0	0	0
7	0	10.59	-30.36	8.34	-26.46	8.34	-26.46
0	1	0	0	0	0	0	0
7	1	20.98	-24.26	18.73	-20.37	18.73	-20.37
0	1	0	0	0	0	0	0
7	0	31.44	-18.22	29.19	-14.32	29.19	-14.32
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
